timestamp,consumption,holiday,temperature,consumption_outlier
2015-12-10 21:30:00,2216.2951672239,_novalue_,7.800000000000001,False
2015-12-10 21:45:00,2000.3826152454128,_novalue_,7.55,False
2015-12-10 22:00:00,2361.7169888649373,_novalue_,7.3,False
2015-12-10 22:15:00,1961.5294567917008,_novalue_,7.125,False
2015-12-10 22:30:00,1845.525026551332,_novalue_,6.949999999999999,False
2015-12-10 22:45:00,1800.5663717691789,_novalue_,6.775,False
2015-12-10 23:00:00,1832.203943652916,_novalue_,6.6,False
2015-12-10 23:15:00,2030.9100968876155,_novalue_,6.65,False
2015-12-10 23:30:00,1641.8234672297256,_novalue_,6.699999999999999,False
2015-12-10 23:45:00,1602.9703087760136,_novalue_,6.75,False
2015-12-11 00:00:00,1578.5483234622516,_novalue_,6.8,False
2015-12-11 00:15:00,1602.4152636552462,_novalue_,6.725,False
2015-12-11 00:30:00,2064.2128041336546,_novalue_,6.65,False
2015-12-11 00:45:00,2041.4559541821943,_novalue_,6.575,False
2015-12-11 01:00:00,2194.6484075139747,_novalue_,6.5,False
2015-12-11 01:15:00,1939.327651961008,_novalue_,6.625,False
2015-12-11 01:30:00,2099.180646741996,_novalue_,6.75,False
2015-12-11 01:45:00,1863.8415155366529,_novalue_,6.875,False
2015-12-11 02:00:00,2108.0613686742727,_novalue_,7.0,False
2015-12-11 02:15:00,1747.2820401755164,_novalue_,7.2,False
2015-12-11 02:30:00,1894.368997178856,_novalue_,7.4,False
2015-12-11 02:45:00,1866.061696019722,_novalue_,7.6,False
2015-12-11 03:00:00,1893.813952058088,_novalue_,7.8,False
2015-12-11 03:15:00,2089.189834568184,_novalue_,7.475,False
2015-12-11 03:30:00,2118.607225968852,_novalue_,7.15,False
2015-12-11 03:45:00,1803.3415973730152,_novalue_,6.825,False
2015-12-11 04:00:00,2085.3045187228126,_novalue_,6.5,False
2015-12-11 04:15:00,1912.6854861641768,_novalue_,6.425,False
2015-12-11 04:30:00,1920.4561178549195,_novalue_,6.35,False
2015-12-11 04:45:00,2045.341270027565,_novalue_,6.275,False
2015-12-11 05:00:00,2119.7173162103863,_novalue_,6.2,False
2015-12-11 05:15:00,2076.978841911303,_novalue_,6.15,False
2015-12-11 05:30:00,2029.8000066460809,_novalue_,6.1,False
2015-12-11 05:45:00,1795.0159205615057,_novalue_,6.05,False
2015-12-11 06:00:00,1775.5893413346494,_novalue_,6.0,False
2015-12-11 06:15:00,1905.4698995942013,_novalue_,6.175,False
2015-12-11 06:30:00,2005.37802133232,_novalue_,6.35,False
2015-12-11 06:45:00,2078.088932152837,_novalue_,6.525,False
2015-12-11 07:00:00,2023.6945103176404,_novalue_,6.7,False
2015-12-11 07:15:00,2065.8779394959565,_novalue_,6.7250000000000005,False
2015-12-11 07:30:00,2373.3729364010505,_novalue_,6.75,False
2015-12-11 07:45:00,2457.1847496369155,_novalue_,6.775,False
2015-12-11 08:00:00,2834.615431758692,_novalue_,6.8,False
2015-12-11 08:15:00,2809.638401324163,_novalue_,7.55,False
2015-12-11 08:30:00,3219.8167455712105,_novalue_,8.3,False
2015-12-11 08:45:00,3239.2433247980657,_novalue_,9.05,False
2015-12-11 09:00:00,3533.972283925512,_novalue_,9.8,False
2015-12-11 09:15:00,3435.174252428929,_novalue_,10.125,False
2015-12-11 09:30:00,3401.316500062123,_novalue_,10.45,False
2015-12-11 09:45:00,3546.1832765823933,_novalue_,10.775,False
2015-12-11 10:00:00,3441.27974875737,_novalue_,11.1,False
2015-12-11 10:15:00,3624.999683731352,_novalue_,11.4,False
2015-12-11 10:30:00,3595.582292330684,_novalue_,11.7,False
2015-12-11 10:45:00,3733.788527401746,_novalue_,12.000000000000002,False
2015-12-11 11:00:00,4022.9670353215192,_novalue_,12.3,False
2015-12-11 11:15:00,3522.316336389398,_novalue_,12.475,False
2015-12-11 11:30:00,3428.513710979721,_novalue_,12.65,False
2015-12-11 11:45:00,3154.876466441434,_novalue_,12.825,False
2015-12-11 12:00:00,3323.6101831546985,_novalue_,13.0,False
2015-12-11 12:15:00,3805.944393101498,_novalue_,13.15,False
2015-12-11 12:30:00,3642.7611275959057,_novalue_,13.3,False
2015-12-11 12:45:00,3624.999683731352,_novalue_,13.45,False
2015-12-11 13:00:00,3618.894187402912,_novalue_,13.6,False
2015-12-11 13:15:00,3464.03659870883,_novalue_,13.725,False
2015-12-11 13:30:00,3643.3161727166735,_novalue_,13.85,False
2015-12-11 13:45:00,3471.8072303995727,_novalue_,13.975,False
2015-12-11 14:00:00,3860.893860057462,_novalue_,14.1,False
2015-12-11 14:15:00,3524.5365168724675,_novalue_,14.225,False
2015-12-11 14:30:00,3409.6421768736327,_novalue_,14.35,False
2015-12-11 14:45:00,3390.2155976467766,_novalue_,14.475,False
2015-12-11 15:00:00,3517.3209303024933,_novalue_,14.6,False
2015-12-11 15:15:00,3292.527656391729,_novalue_,14.35,False
2015-12-11 15:30:00,3579.485983828432,_novalue_,14.1,False
2015-12-11 15:45:00,3231.472693107324,_novalue_,13.85,False
2015-12-11 16:00:00,3298.633152720169,_novalue_,13.6,False
2015-12-11 16:15:00,3036.096810597228,_novalue_,13.15,False
